Customer_ID,Age,Gender,Purchase_Count,Average_Spending,Product_Category,Visit_Frequency,Last_Visit,Customer_Loyalty_Score
5874,25,Male,5,73.50596167538426,Books,1,8,1
5875,46,Other,4,196.15596690854363,Home,4,5,4
5876,57,Other,7,8.542910181514753,Home,3,15,4
5877,43,Male,5,53.219363580354674,Toys,2,15,5
5878,46,Other,4,59.93283153518231,Books,0,3,8
5879,44,Female,3,44.2188468251133,Electronics,1,16,7
5880,29,Female,8,98.21101330324089,Books,3,4,1
5881,43,Female,3,44.15495342147352,Books,1,9,3
5882,18,Other,2,3.464921417099731,Books,1,6,6
5883,35,Other,8,405.64368586656565,Electronics,2,10,2
5884,21,Female,4,31.695864403802425,Fashion,2,4,5
5885,32,Male,4,32.99559591797902,Toys,0,26,8
5886,59,Male,4,255.82658702857145,Books,4,23,8
5887,50,Male,7,25.090407707013362,Home,0,27,3
5888,47,Male,3,43.37397148874137,Toys,3,10,8
5889,50,Female,7,202.35475538944652,Fashion,1,25,3
5890,43,Female,6,321.902260381903,Home,2,24,9
5891,37,Female,4,28.27405962915063,Toys,4,19,9
5892,30,Male,3,87.78135378994114,Toys,1,21,7
5893,19,Female,2,337.8274938493252,Books,2,15,5
5894,24,Female,7,31.74477947058673,Books,3,9,1
5895,20,Female,8,172.63700006356788,Fashion,3,27,7
5896,56,Male,8,11.641888221904042,Fashion,2,13,5
5897,34,Female,5,86.32105192040879,Toys,0,5,5
5898,53,Male,5,17.68027982611776,Toys,0,2,6
5899,48,Male,7,355.98942939133644,Home,5,16,7
5900,29,Female,5,139.38649078247394,Toys,4,29,8
5901,37,Female,11,99.13473198144177,Toys,4,3,4
5902,58,Other,8,84.64413202774502,Toys,1,16,7
5903,50,Other,3,77.30257300312668,Toys,3,21,7
5904,36,Female,5,81.33984154008705,Electronics,0,28,1
5905,25,Male,3,225.86508441162607,Toys,1,4,9
5906,19,Female,6,38.87118205964776,Electronics,0,4,7
5907,26,Other,6,34.18057113351382,Books,2,22,7
5908,50,Other,4,116.87531579366019,Fashion,3,18,2
5909,45,Other,6,81.817987914867,Electronics,2,17,8
5910,21,Male,9,39.75631958604534,Fashion,2,6,9
5911,48,Male,3,120.46840425054997,Home,2,19,9
5912,64,Female,5,69.62831337389322,Electronics,2,2,8
5913,37,Male,5,67.83415026500981,Home,1,25,3
5914,43,Male,4,18.932957351168668,Toys,0,12,7
5915,31,Other,4,16.077289090963966,Toys,3,21,3
5916,59,Other,3,162.8280614132422,Home,2,26,4
5917,19,Female,5,81.92865310922525,Fashion,0,22,1
5918,21,Other,8,50.16104646048812,Electronics,2,8,6
5919,34,Female,4,218.17893260289884,Fashion,0,29,5
5920,21,Male,5,175.49986147337478,Toys,1,18,2
5921,56,Female,8,137.15425291082497,Toys,4,5,4
5922,21,Other,5,64.61432866919318,Electronics,1,1,9
5923,27,Other,7,42.13677944110203,Electronics,2,2,9
5924,45,Other,4,47.137375519333595,Fashion,3,18,4
5925,27,Female,3,194.01400183478495,Electronics,5,26,9
5926,52,Male,4,98.62425174382817,Electronics,1,16,3
5927,42,Female,6,45.40803656859048,Home,3,19,6
5928,23,Other,6,33.86821649924583,Electronics,2,25,5
5929,64,Other,8,69.31786425465609,Home,3,10,5
5930,31,Other,8,126.83751686057012,Books,2,13,4
5931,41,Male,8,233.11472211690204,Toys,3,5,8
5932,47,Male,2,150.20228621063112,Books,1,4,3
5933,21,Male,7,41.93277989237817,Books,3,1,3
5934,42,Female,6,189.11663435942674,Electronics,1,24,7
5935,62,Other,2,16.210299755043604,Fashion,2,16,6
5936,52,Other,3,102.33518646810971,Books,2,6,9
5937,56,Female,4,210.6342619503121,Books,3,6,4
5938,46,Other,9,42.82649065297365,Books,1,17,6
5939,25,Male,3,27.99510665152721,Books,3,7,1
5940,34,Other,5,70.20484073009243,Electronics,1,18,1
5941,52,Other,5,4.8104511352903305,Toys,3,2,7
5942,46,Male,2,43.189595453419074,Toys,4,4,2
5943,28,Female,3,71.80603707679862,Fashion,3,4,6
5944,25,Male,5,225.97667459149338,Home,3,25,8
5945,45,Other,3,159.74460321867537,Fashion,0,26,2
5946,54,Female,4,41.23291549004945,Books,0,8,1
5947,59,Male,7,74.40259210674722,Books,3,13,8
5948,52,Female,6,578.2437733686265,Fashion,1,28,1
5949,43,Female,4,104.53669086493662,Books,2,8,9
5950,44,Female,8,120.50019228800535,Books,0,24,8
5951,58,Other,7,30.335584617876897,Toys,3,3,1
5952,32,Other,4,11.294085500683076,Home,0,8,1
5953,37,Female,12,4.274788328542271,Fashion,4,24,4
5954,27,Female,1,178.15125132577722,Home,3,5,3
5955,22,Female,4,0.4610522544228198,Electronics,1,7,9
5956,44,Other,7,190.0652402721138,Home,3,6,9
5957,43,Female,10,177.8984921609189,Fashion,2,13,1
5958,32,Female,5,46.60892211252429,Fashion,0,22,4
5959,42,Female,3,22.543919186606278,Home,3,19,2
5960,61,Other,8,16.047829647481347,Home,1,6,5
5961,35,Female,4,20.791326290220898,Home,0,16,6
5962,40,Female,3,41.420261425019724,Books,3,20,5
5963,54,Other,6,56.892957133523645,Electronics,2,4,7
5964,63,Other,3,38.85694324245176,Books,3,7,6
5965,48,Other,9,6.080614660453184,Books,5,23,6
5966,18,Male,5,59.360495213709896,Home,1,16,7
5967,44,Female,8,212.6393880232789,Home,6,22,3
5968,32,Other,5,107.41784386657136,Electronics,4,20,2
5969,18,Other,11,4.563854712847962,Toys,3,12,2
5970,31,Female,7,198.98430170202238,Electronics,1,10,3
5971,55,Male,4,10.556214208570038,Home,0,29,4
5972,50,Female,5,26.782513070135966,Electronics,1,14,6
5973,63,Male,5,11.1644603478587,Electronics,4,10,8
5974,19,Female,4,197.95420374453641,Toys,2,13,4
5975,53,Male,6,75.05328419534868,Fashion,3,28,5
5976,58,Other,7,120.18988425434716,Toys,5,22,7
5977,37,Other,9,39.12707851480028,Books,3,7,5
5978,36,Female,6,379.6543085151069,Electronics,2,26,9
5979,28,Male,11,47.4925464891261,Home,1,27,9
5980,18,Other,2,162.1778261913678,Electronics,4,4,6
5981,32,Other,4,70.79035400101303,Fashion,0,19,5
5982,19,Other,6,6.185975610662351,Fashion,1,19,8
5983,19,Other,2,110.49933011598864,Toys,5,15,3
5984,23,Other,4,95.86736094743796,Home,0,6,6
5985,49,Male,4,127.56423214794306,Fashion,1,21,7
5986,26,Male,5,173.83178043820214,Books,0,22,1
5987,35,Other,5,79.78916092181329,Home,1,20,4
5988,22,Male,3,3.992475984307437,Books,1,20,5
5989,39,Male,6,42.11923247535439,Fashion,0,22,3
5990,25,Female,5,2.2490993658093816,Electronics,1,22,8
5991,64,Male,5,81.13634985127514,Electronics,2,13,2
5992,31,Female,4,17.151067084741086,Fashion,2,23,2
5993,20,Female,7,87.13638900076566,Books,3,4,4
5994,42,Other,6,346.2628817122433,Books,4,22,7
5995,42,Female,3,191.45517253551952,Fashion,0,11,4
5996,64,Female,3,35.687094082879575,Electronics,0,27,6
5997,64,Male,5,26.56857571594964,Fashion,4,8,5
5998,22,Other,5,348.8632904313713,Fashion,2,12,2
5999,46,Male,2,98.86710554915872,Home,0,8,9
6000,40,Other,4,192.71605385656193,Home,1,1,5
6001,50,Female,8,1.7487664932211373,Toys,0,8,1
6002,30,Male,5,1.4806142626077983,Electronics,0,26,1
6003,53,Other,7,104.79103290082112,Toys,4,2,1
6004,28,Female,4,39.02707567184134,Electronics,3,10,5
6005,34,Other,7,22.657460189965605,Fashion,3,20,3
6006,50,Other,4,406.13093956517315,Toys,4,25,6
6007,60,Other,3,52.56355253084892,Toys,3,2,8
6008,62,Female,2,164.22499412536567,Fashion,0,9,7
6009,44,Male,9,258.1371471885979,Home,3,7,3
6010,22,Other,2,15.623988374464204,Toys,0,29,3
6011,51,Male,4,48.3584344162858,Home,1,7,6
6012,22,Male,1,9.928609385031129,Fashion,0,27,2
6013,33,Male,7,363.41392386109146,Books,1,28,5
6014,24,Female,4,300.3236954760899,Home,4,9,4
6015,18,Female,6,146.749553045782,Fashion,0,20,7
6016,43,Male,8,59.025997140376276,Home,5,29,2
6017,31,Other,6,61.15351852881994,Toys,0,14,5
6018,58,Other,5,210.3949271937539,Home,2,4,6
6019,54,Female,3,41.47772901079155,Toys,1,14,3
6020,57,Other,6,37.24040789316932,Home,2,26,8
6021,22,Female,5,36.641652301447465,Home,2,24,8
6022,64,Female,1,3.0038668343970754,Electronics,0,16,6
6023,54,Other,3,84.26214476856345,Toys,5,8,3
6024,38,Female,5,91.47426144030075,Electronics,5,4,9
6025,51,Female,5,8.171357674280094,Electronics,5,14,2
6026,50,Other,4,26.413393333418018,Fashion,2,29,5
6027,40,Female,4,58.37489170814221,Electronics,1,10,9
6028,23,Other,4,192.3992218313127,Toys,3,24,4
6029,43,Female,5,267.0234191349557,Electronics,5,15,6
6030,50,Female,6,82.30483454251734,Books,1,4,5
6031,30,Other,6,15.696454683767765,Electronics,2,8,6
6032,60,Female,6,79.74563378397318,Books,0,27,6
6033,40,Other,7,205.26172816219344,Electronics,1,9,9
6034,52,Male,5,11.973046484786277,Electronics,1,8,3
6035,59,Male,2,39.74684868399332,Books,1,6,9
6036,51,Female,3,373.3538772979884,Home,1,22,6
6037,38,Female,4,17.249419433472255,Fashion,0,9,9
6038,21,Male,7,288.3595566415794,Books,2,19,1
6039,39,Other,5,17.587272869139518,Books,2,17,3
6040,37,Male,0,112.70844904465594,Electronics,0,25,9
6041,35,Female,3,85.77770382713025,Books,1,24,8
6042,24,Male,9,32.78455341625072,Home,3,27,3
6043,35,Female,4,129.74261175107998,Electronics,4,15,3
6044,48,Male,4,1.8702673440451025,Books,4,3,6
6045,21,Female,6,77.80611906352539,Toys,0,17,9
6046,26,Male,3,5.741983162973056,Fashion,4,7,8
6047,64,Other,13,81.97433155566205,Toys,4,15,5
6048,49,Male,4,102.76767381947955,Toys,0,29,6
6049,24,Male,4,178.2641703248545,Fashion,2,24,3
6050,61,Other,7,70.22314406746544,Toys,0,13,9
6051,57,Male,9,22.033145150833526,Fashion,2,22,3
6052,35,Male,5,17.399076399614533,Fashion,5,24,1
6053,49,Female,3,126.76239971730523,Toys,1,3,3
6054,31,Female,3,395.6891606394217,Fashion,1,23,7
6055,43,Female,4,96.10597062265448,Home,1,19,7
6056,62,Other,7,321.5216234093546,Fashion,1,22,8
6057,19,Female,10,84.27378926071736,Home,3,24,3
6058,51,Male,8,185.60259808205348,Home,0,10,6
6059,59,Female,2,1.9391949469492382,Toys,4,24,5
6060,36,Female,5,79.03592308577895,Home,0,6,2
6061,59,Female,6,207.99999983938687,Fashion,0,7,6
6062,51,Male,3,72.44518195558759,Toys,1,22,3
6063,55,Other,12,36.075419503779166,Electronics,2,10,6
6064,55,Other,6,354.20572873522474,Electronics,2,19,3
6065,49,Male,6,93.92459052159658,Electronics,3,23,1
6066,41,Female,5,24.169120268964164,Home,3,24,7
6067,42,Other,6,151.01559629256286,Fashion,3,18,9
6068,42,Female,4,352.5629738825339,Toys,0,7,7
6069,56,Other,7,11.03665934185092,Toys,1,24,9
6070,46,Female,6,158.18151264832585,Toys,2,25,9
6071,50,Female,5,48.37069355848354,Home,4,24,8
6072,39,Male,9,482.1648455326615,Fashion,1,5,1
6073,44,Other,7,124.69706520687498,Books,2,6,4
6074,44,Male,2,46.78503318331793,Home,1,8,8
6075,51,Other,8,15.221030346373125,Electronics,2,6,5
6076,46,Male,6,14.191529953579554,Fashion,1,29,6
6077,58,Male,5,57.84881391931043,Home,2,22,7
6078,35,Female,5,275.1307558949152,Toys,0,14,5
6079,27,Other,6,57.530867208398526,Books,4,6,5
6080,54,Male,3,125.76308515649808,Electronics,2,4,8
6081,63,Male,4,16.410953729414288,Home,1,16,6
6082,54,Male,5,64.69039285004249,Home,0,24,9
6083,22,Male,5,27.571723636952573,Books,3,3,4
6084,33,Male,4,22.077720712880772,Home,1,16,9
6085,54,Other,7,124.89378443964074,Toys,5,15,7
6086,46,Other,5,42.06712837136603,Home,2,20,4
6087,49,Other,2,5.008594300992658,Fashion,3,26,6
6088,62,Female,5,84.5168206599028,Fashion,2,17,1
6089,45,Male,6,103.24960253015585,Books,1,8,7
6090,51,Female,2,2.3889956092936884,Toys,2,16,8
6091,44,Female,6,15.532852382691823,Books,5,11,7
6092,57,Male,8,41.335626922834365,Fashion,2,10,6
6093,50,Male,7,64.06792324196817,Toys,3,13,8
6094,21,Female,2,3.199179895775616,Books,3,24,5
6095,36,Male,12,2.694634312612483,Toys,2,6,8
6096,39,Male,3,37.620443999068634,Fashion,1,20,7
6097,40,Female,4,0.40403065004900074,Books,3,5,5
6098,41,Female,3,142.5987599139268,Home,5,27,9
6099,53,Female,4,102.3441614496587,Fashion,2,4,7
6100,20,Other,6,287.698645445744,Fashion,2,25,5
6101,22,Female,8,27.34745133576151,Books,4,4,6
6102,47,Other,3,23.27321522779181,Books,0,3,6
6103,26,Other,6,27.465119495589434,Home,1,28,4
6104,31,Other,8,73.45274524660483,Fashion,4,4,4
6105,18,Other,6,53.37319524811237,Home,3,22,3
6106,50,Other,3,118.22640419061878,Toys,3,7,5
6107,28,Other,4,26.574673126817345,Home,2,12,3
6108,37,Female,6,36.734851666432775,Books,4,4,6
6109,32,Male,6,113.80921604652792,Books,1,27,8
6110,51,Male,9,34.57129602296533,Toys,4,4,4
6111,44,Other,5,46.76107992716839,Electronics,1,16,9
6112,36,Female,4,41.02458565132172,Electronics,2,12,7
6113,52,Other,3,132.46592465547783,Books,4,18,7
6114,37,Other,6,66.90825983207405,Toys,4,11,5
6115,44,Female,5,68.2786446782934,Toys,3,8,1
6116,25,Other,7,112.69157335960787,Electronics,0,4,6
6117,63,Female,3,104.51919374157181,Books,3,3,4
6118,57,Male,8,60.10598973271322,Fashion,1,22,2
6119,59,Female,10,10.637010105934136,Fashion,0,10,2
6120,55,Male,4,34.09533605863756,Electronics,2,11,3
6121,25,Female,6,2.8107535892805786,Toys,2,1,6
6122,48,Male,6,50.811357367585565,Home,0,6,8
6123,30,Female,3,56.35729203898373,Books,4,8,4
6124,39,Female,8,240.7766061273048,Books,1,14,9
6125,41,Other,5,49.266517399117944,Home,3,2,9
6126,49,Other,8,17.56163170129306,Fashion,2,3,1
6127,57,Male,8,38.660801407061605,Electronics,1,5,7
6128,24,Other,3,34.26007087855674,Home,4,12,1
6129,31,Male,6,166.9188167535108,Electronics,0,14,4
6130,35,Male,10,127.3424572241419,Toys,1,5,9
6131,32,Male,3,5.842993036059014,Toys,2,27,8
6132,44,Female,4,26.909515318654627,Books,1,3,7
6133,54,Male,3,45.542037721102695,Fashion,2,15,9
6134,18,Other,4,1.4771294127838912,Home,5,8,8
6135,32,Male,3,38.906015168815635,Fashion,0,2,2
6136,39,Male,1,178.86435711412355,Books,4,28,1
6137,27,Female,4,85.38250249316606,Electronics,2,29,2
6138,43,Female,6,333.84959345810915,Toys,1,9,2
6139,41,Male,8,70.58755970007613,Fashion,4,9,5
6140,32,Other,7,100.26759894539576,Toys,1,16,9
6141,62,Male,4,294.9646628416932,Books,2,21,6
6142,32,Other,5,87.20018608888267,Electronics,2,13,3
6143,31,Male,5,15.79763035380671,Fashion,0,9,6
6144,27,Male,5,255.08605372401215,Fashion,5,3,6
6145,50,Male,3,21.498050876065737,Electronics,4,27,2
6146,62,Male,7,12.469421716849482,Toys,2,10,8
6147,43,Male,4,280.8549282236004,Fashion,0,25,1
6148,34,Other,7,34.374499587685285,Home,3,3,1
6149,33,Male,3,94.28012198835243,Fashion,5,2,9
6150,34,Female,4,111.32512114596702,Electronics,0,7,6
6151,28,Female,4,30.863088416272955,Fashion,4,18,8
6152,47,Male,5,289.60405675591755,Home,2,29,6
6153,29,Other,1,234.56164338975216,Toys,3,3,3
6154,31,Other,8,34.09993581338499,Toys,0,10,7
6155,33,Male,2,128.85285716867895,Fashion,2,10,6
6156,33,Male,5,149.54160356675706,Fashion,2,2,2
6157,28,Other,7,40.31008722271864,Fashion,3,22,3
6158,51,Female,7,82.993098272157,Books,0,16,3
6159,20,Female,9,191.4079404452454,Books,3,27,9
6160,54,Male,4,32.158156004524116,Toys,1,13,2
6161,49,Male,6,101.09114323734285,Toys,1,4,5
6162,40,Female,5,62.660367790989646,Home,1,24,5
6163,34,Female,6,33.49727055435462,Toys,2,18,1
6164,59,Other,5,56.61608970452669,Books,5,21,4
6165,29,Male,2,247.24327322452737,Electronics,3,1,7
6166,52,Female,4,119.57909591559064,Fashion,3,23,4
6167,47,Other,4,155.92038924097594,Home,0,2,4
6168,49,Male,4,413.18994079045063,Fashion,1,10,6
6169,19,Male,1,8.748794130167951,Electronics,3,26,3
6170,51,Female,6,493.38544828935494,Home,1,27,8
6171,37,Female,3,31.59626850301708,Electronics,3,10,5
6172,26,Other,7,10.943168780791687,Home,5,13,2
6173,58,Male,4,29.39713340518843,Toys,0,21,7
6174,52,Male,5,119.37183628974842,Electronics,2,4,8
6175,39,Female,3,70.09510001744357,Electronics,5,11,1
6176,47,Male,7,4.713614910751552,Electronics,4,8,3
6177,45,Female,5,8.600318445022088,Toys,4,20,1
6178,21,Male,7,43.657410055654125,Books,1,27,1
6179,62,Other,2,63.967391384894924,Toys,1,15,8
6180,59,Male,9,106.2035725311401,Electronics,2,15,9
6181,45,Male,2,2.2643706769064416,Toys,3,5,8
6182,51,Other,2,11.999091803316134,Toys,0,20,6
6183,36,Male,5,65.55545702719799,Electronics,1,11,8
6184,50,Other,4,64.6450716421606,Fashion,3,1,2
6185,53,Female,6,15.876120452987843,Toys,1,14,2
6186,36,Male,2,15.807092428596151,Toys,0,13,3
6187,39,Other,9,249.27087616482345,Fashion,0,27,2
6188,54,Female,8,128.24888075938043,Electronics,2,8,6
6189,63,Female,3,157.48378139298825,Electronics,0,15,1
6190,49,Other,7,32.61768987822601,Books,2,15,7
6191,64,Female,4,104.5850768069105,Fashion,4,8,1
6192,40,Other,8,184.85279673227978,Fashion,1,6,4
6193,46,Male,9,7.482600268893538,Toys,5,9,8
6194,47,Male,4,33.833329733422424,Toys,1,16,6
6195,31,Female,6,130.55281974684397,Toys,1,22,8
6196,44,Male,5,180.4089169880311,Books,0,20,3
6197,40,Female,1,66.42427898216135,Home,4,15,6
6198,18,Female,4,64.15142146081841,Books,4,8,7
6199,52,Male,2,161.62254103969605,Fashion,2,19,9
6200,64,Other,5,16.597568576179526,Toys,1,15,7
6201,49,Female,4,64.90883109223607,Toys,3,23,3
6202,53,Male,2,16.633503936533664,Electronics,3,14,7
6203,30,Male,4,26.297155009946515,Toys,2,20,5
6204,46,Male,5,198.82765565949526,Toys,1,4,9
6205,33,Male,6,20.2877365478635,Fashion,2,16,4
6206,37,Male,8,18.846052966553696,Electronics,4,18,2
6207,58,Male,6,66.46123339647515,Fashion,3,17,9
6208,56,Female,9,287.13079976904044,Home,2,9,7
6209,57,Female,6,38.408229211038446,Electronics,2,13,6
6210,57,Male,2,70.43406484459788,Toys,0,19,5
6211,54,Other,3,135.84842924186918,Books,1,7,9
6212,44,Male,3,49.946077350821064,Fashion,3,23,9
6213,49,Other,3,23.19388740969714,Books,1,16,1
6214,28,Female,3,268.6213043923357,Home,2,1,8
6215,37,Other,1,131.28236452545536,Toys,6,25,9
6216,40,Male,4,71.16847509867206,Home,1,23,3
6217,51,Male,7,52.32070956071586,Electronics,1,8,7
6218,37,Female,6,2.828154939682506,Books,2,5,6
6219,24,Male,5,4.235275827015723,Books,6,14,5
6220,24,Female,4,89.58005699073574,Electronics,0,17,8
6221,35,Other,2,111.71235544931695,Home,5,3,7
6222,57,Other,4,89.46100689865301,Books,0,24,4
6223,33,Female,4,440.32946586708465,Fashion,1,16,5
6224,44,Other,6,5.428069081121359,Books,1,29,7
6225,28,Other,3,159.25515437690018,Electronics,2,27,3
6226,46,Male,7,110.49865219103918,Home,3,8,6
6227,57,Other,5,87.51774712805283,Fashion,4,29,4
6228,20,Male,6,3.142430928946153,Electronics,2,4,4
6229,60,Male,3,48.57614973894455,Books,2,14,7
6230,23,Male,6,41.25205725193127,Electronics,0,22,8
6231,38,Male,9,244.5713704181382,Electronics,2,23,6
6232,50,Other,11,7.19174086014756,Electronics,1,22,4
6233,47,Male,4,65.10677308832726,Fashion,2,18,8
6234,34,Male,6,7.064735604839805,Fashion,2,21,1
6235,57,Male,6,183.54547720868035,Toys,1,8,1
6236,54,Female,3,21.696440734584577,Books,2,3,6
6237,37,Male,7,165.2309250146241,Home,1,15,1
6238,36,Male,4,44.87373028612664,Fashion,3,13,7
6239,55,Female,2,12.478948957689786,Electronics,2,14,1
6240,31,Female,4,81.3261901395056,Books,3,9,7
6241,19,Other,8,309.0393419641816,Books,2,15,1
6242,24,Male,6,44.385987898949985,Electronics,1,16,6
6243,63,Female,0,82.42878694739296,Books,1,8,3
6244,28,Male,7,35.62943557892485,Toys,1,22,9
6245,18,Male,5,35.45097533827367,Toys,1,20,7
6246,24,Female,4,118.4120987174589,Home,3,2,3
6247,45,Female,5,58.4604654611233,Books,5,12,1
6248,50,Male,7,10.825419710145013,Fashion,2,1,8
6249,32,Male,8,75.62823808790104,Home,1,3,8
6250,26,Female,4,35.448109178182406,Toys,5,20,7
6251,46,Male,6,259.86222570132384,Books,2,13,4
6252,31,Other,6,46.82927629731723,Home,3,9,6
6253,43,Female,5,18.664969326093413,Electronics,3,5,1
6254,38,Male,4,46.55909749540288,Home,3,6,8
6255,47,Other,4,73.81735418926003,Fashion,1,7,5
6256,56,Female,3,75.88977784935919,Toys,1,23,5
6257,36,Other,1,154.71866012418457,Electronics,2,22,2
6258,52,Other,8,145.68072962779425,Home,0,3,9
6259,46,Other,7,419.620001300123,Books,2,21,5
6260,51,Female,9,136.9183082412352,Fashion,2,14,3
6261,46,Male,6,73.34054795955835,Books,2,25,2
6262,23,Male,4,48.18189861156786,Home,2,9,2
6263,26,Female,4,74.80498891632449,Fashion,5,28,1
6264,25,Male,7,39.89171916314799,Books,3,12,9
6265,33,Other,4,29.065705848915563,Books,3,23,5
6266,51,Male,4,21.897215899284085,Fashion,2,6,5
6267,23,Male,3,228.7475971951787,Toys,2,11,6
6268,59,Other,3,176.32573892022785,Toys,1,16,8
6269,28,Other,5,13.84819515583241,Books,1,27,1
6270,57,Female,7,5.763974280264812,Fashion,5,6,1
6271,18,Female,5,35.16727225016946,Home,1,10,1
6272,23,Male,3,252.0693859353688,Home,1,17,6
6273,52,Other,5,1.095410397672044,Home,1,10,5
6274,41,Male,7,59.63044157079278,Books,1,2,3
6275,34,Female,9,96.57895774906001,Home,0,12,4
6276,37,Female,3,84.1151234847794,Fashion,5,29,2
6277,42,Female,2,5.611611891328359,Toys,1,2,4
6278,40,Male,4,11.604457414926799,Toys,2,22,2
6279,36,Other,7,226.4860253412222,Home,3,28,8
6280,30,Other,3,76.03287042030537,Fashion,2,22,6
6281,31,Female,8,591.3003443460543,Toys,3,7,4
6282,26,Other,3,11.409790466791563,Fashion,3,7,5
6283,47,Other,4,311.3029697250264,Fashion,4,25,7
6284,28,Male,7,256.01080809124664,Toys,3,25,5
6285,23,Other,6,127.74170418422055,Toys,2,19,5
6286,60,Other,3,16.308999955518527,Books,2,15,9
6287,21,Male,7,363.20735269780585,Toys,0,15,9
6288,38,Female,4,20.193656986046282,Fashion,0,8,4
6289,35,Male,2,139.7814221693915,Toys,1,5,6
6290,35,Female,5,79.54240841188084,Books,2,15,1
6291,30,Other,5,334.3031322073004,Books,1,6,7
6292,23,Male,7,60.34197359928509,Books,4,19,5
6293,38,Female,5,152.53531370089232,Books,3,5,9
6294,19,Other,7,390.0264281788406,Home,1,9,7
6295,38,Male,6,93.86312696491554,Electronics,1,11,5
6296,29,Male,3,17.749312610447515,Home,3,16,5
6297,57,Male,7,61.583023872999256,Fashion,1,4,9
6298,35,Female,4,92.75924572975975,Books,3,8,7
6299,18,Female,3,322.52184449138537,Toys,1,7,7
6300,32,Other,6,46.15310103450959,Electronics,1,6,7
6301,40,Other,5,31.09548649228508,Electronics,0,14,3
6302,42,Female,2,168.38361904921624,Home,2,28,1
6303,37,Male,2,195.50153744932496,Home,2,10,5
6304,32,Other,7,0.08052586222213845,Electronics,2,7,5
6305,63,Male,3,19.749049247173602,Books,2,19,4
6306,20,Female,6,432.30293613670676,Books,0,18,2
6307,60,Male,5,22.58047124840217,Books,2,1,6
6308,58,Female,4,41.29550792646566,Home,2,13,9
6309,24,Other,6,86.9657712726704,Home,3,29,9
6310,60,Other,2,14.07635271789227,Fashion,2,19,7
6311,18,Male,4,49.40413398955059,Books,2,15,8
6312,30,Female,4,21.72546603826622,Toys,2,22,4
6313,30,Other,3,33.19666798101453,Fashion,0,24,2
6314,33,Other,7,29.1390097499376,Books,0,19,5
6315,53,Male,4,69.46571883695698,Electronics,0,2,4
6316,55,Other,5,46.813199418928846,Books,0,4,1
6317,44,Male,3,11.2157359950074,Fashion,5,3,6
6318,39,Other,6,19.58751411720804,Home,1,3,1
6319,25,Male,9,24.443436780317505,Home,4,1,9
6320,33,Other,6,56.2081644947399,Electronics,5,16,5
6321,49,Male,5,184.28793649530738,Home,0,22,9
6322,33,Other,4,183.57799833404823,Fashion,2,14,6
6323,54,Other,7,115.51870173559733,Books,2,17,3
6324,23,Female,4,212.58976747631232,Fashion,2,6,6
6325,42,Male,5,208.44329348743926,Home,4,1,7
6326,59,Female,6,86.29371455059592,Toys,4,20,2
6327,40,Female,8,280.58467960283855,Electronics,0,11,3
6328,36,Male,2,0.8073579877234526,Books,0,28,3
6329,42,Other,6,66.3820629868788,Toys,2,9,6
6330,18,Male,10,104.2538925131812,Books,2,23,1
6331,26,Female,5,138.15566618119615,Home,3,21,7
6332,49,Other,5,45.00605882266707,Books,0,14,6
6333,62,Female,2,42.126241978466325,Electronics,3,29,2
6334,34,Other,3,107.55700610742475,Home,2,2,8
6335,30,Male,8,314.8875754511117,Fashion,1,1,8
6336,41,Male,3,92.53271872634326,Books,1,21,1
6337,47,Female,4,342.9829349734698,Fashion,2,20,5
6338,60,Male,5,105.59503801876131,Fashion,2,21,4
6339,57,Male,3,26.285422167634458,Electronics,1,1,3
6340,38,Male,6,370.549680528489,Books,1,5,8
6341,61,Male,4,65.11287301455722,Books,3,1,1
6342,53,Other,5,34.23924585268293,Electronics,6,18,5
6343,31,Male,5,230.3392994219722,Toys,3,4,1
6344,40,Male,1,130.74582758149205,Toys,1,26,8
6345,33,Male,7,158.7873708783953,Electronics,3,19,8
6346,41,Male,5,72.5575973944628,Home,1,4,8
6347,31,Female,3,0.12358784187168147,Home,3,29,9
6348,50,Other,9,94.48963442368117,Electronics,0,13,8
6349,34,Female,6,115.04633152982493,Electronics,2,4,4
6350,63,Male,7,110.93706666962416,Toys,0,18,6
6351,52,Female,4,209.54418883781486,Electronics,2,27,1
6352,20,Male,2,49.704361452316036,Fashion,3,13,2
6353,50,Male,5,290.08163705272,Toys,7,23,3
6354,45,Male,3,7.616560753122094,Home,3,17,7
6355,45,Male,4,39.127883293031296,Books,2,23,5
6356,22,Other,9,6.563285094118075,Fashion,0,28,4
6357,25,Other,6,39.318060658739164,Fashion,2,29,2
6358,62,Female,8,69.64329832273208,Fashion,3,1,2
6359,24,Female,5,188.8828649749333,Electronics,1,1,4
6360,52,Female,6,17.314750879557987,Home,5,10,4
6361,27,Female,5,53.380056444963785,Fashion,1,21,5
6362,35,Other,2,46.83645925467708,Fashion,0,18,3
6363,23,Male,6,5.064763623351602,Books,2,8,9
6364,54,Female,7,78.35786187579178,Fashion,4,18,6
6365,33,Female,3,104.01284238687272,Books,6,2,2
6366,56,Male,2,7.671588764791223,Toys,1,9,3
6367,48,Other,3,2.3802971448760126,Fashion,2,13,8
6368,55,Other,1,47.13704179169721,Books,0,3,6
6369,63,Other,8,14.659445218688766,Home,1,11,8
6370,54,Other,2,184.58900756727778,Toys,4,12,1
